Key,Closed Bugs,Closed Bugs w/o Affect Version,Percent w/o AV,Total Releases,Releases without Release Dates,Percent Releases w/o Dates,Num Bugs w/ AV after Fix,Percent Bugs w/ AV after Fix (out of Bugs w/ AV),Num Bugs w/ AV w/o Release Dates,Percent Bugs w/ AV w/o Release Date (out of Bugs w/ AV),Num Bugs w/ AV w/ Weird Names, Percent Bugs w/ AV w/ Weird Names (out of Bugs w/ AV),Num Bugs Missing Creation/Resolution Date,Percent Bugs Missing Creation/Resolution Date(out of Bugs w/ AV),Total Bugs w/ AV and a Problem,Percent Closed Bugs w/ AV and a Problem(out of Bugs w/ AV),Percent Closed Bugs w/ Problem Including Missing AV(out of Closed Bugs)
JAMES,697.0,308.0,0.4418938307030129,29.0,21.0,0.7241379310344828,0.0,0.0,190.0,0.4884318766066838,71.0,0.18251928020565553,0.0,0.0,246.0,0.6323907455012854,0.7948350071736011
JCLOUDS,128.0,23.0,0.1796875,24.0,2.0,0.08333333333333333,23.0,0.21904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.21904761904761905,0.359375
JDO,404.0,233.0,0.5767326732673267,13.0,2.0,0.15384615384615385,1.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005847953216374269,0.5792079207920792
JS2,597.0,52.0,0.08710217755443886,24.0,11.0,0.4583333333333333,32.0,0.05871559633027523,193.0,0.3541284403669725,0.0,0.0,0.0,0.0,225.0,0.41284403669724773,0.4639865996649916
JSPWIKI,318.0,27.0,0.08490566037735849,30.0,7.0,0.23333333333333334,10.0,0.03436426116838488,50.0,0.1718213058419244,0.0,0.0,0.0,0.0,58.0,0.19931271477663232,0.2672955974842767
JUDDI,524.0,219.0,0.4179389312977099,37.0,5.0,0.13513513513513514,10.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.03278688524590164,0.43702290076335876
KAFKA,409.0,106.0,0.2591687041564792,46.0,14.0,0.30434782608695654,49.0,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.1617161716171617,0.37897310513447435
KARAF,476.0,116.0,0.24369747899159663,140.0,21.0,0.15,40.0,0.1111111111111111,4.0,0.011111111111111112,0.0,0.0,0.0,0.0,43.0,0.11944444444444445,0.33403361344537813
KYLIN,1590.0,774.0,0.4867924528301887,41.0,11.0,0.2682926829268293,16.0,0.0196078431372549,106.0,0.12990196078431374,17.0,0.020833333333333332,0.0,0.0,136.0,0.16666666666666666,0.5723270440251572
LIBCLOUD,143.0,90.0,0.6293706293706294,44.0,1.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6293706293706294
LOG4J2,557.0,79.0,0.14183123877917414,46.0,9.0,0.1956521739130435,0.0,0.0,10.0,0.02092050209205021,0.0,0.0,0.0,0.0,10.0,0.02092050209205021,0.15978456014362658
LUCENE,2438.0,1238.0,0.5077932731747334,142.0,32.0,0.22535211267605634,244.0,0.20333333333333334,22.0,0.018333333333333333,1.0,8.333333333333334E-4,0.0,0.0,265.0,0.22083333333333333,0.6164889253486464
LUCENENET,347.0,304.0,0.8760806916426513,17.0,4.0,0.23529411764705882,4.0,0.09302325581395349,6.0,0.13953488372093023,0.0,0.0,0.0,0.0,10.0,0.23255813953488372,0.9048991354466859
MAHOUT,707.0,154.0,0.21782178217821782,25.0,6.0,0.24,2.0,0.003616636528028933,16.0,0.028933092224231464,0.0,0.0,0.0,0.0,18.0,0.0325497287522604,0.24328147100424327
MARMOTTA,219.0,50.0,0.228310502283105,11.0,3.0,0.2727272727272727,9.0,0.05325443786982249,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.05325443786982249,0.2694063926940639
MNG,2979.0,557.0,0.18697549513259484,76.0,22.0,0.2894736842105263,132.0,0.054500412881915775,98.0,0.04046242774566474,10.0,0.004128819157720892,0.0,0.0,239.0,0.09867877786952932,0.26720375965088955
MANTTASKS,167.0,37.0,0.2215568862275449,20.0,11.0,0.55,0.0,0.0,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,19.0,0.14615384615384616,0.33532934131736525
MANTRUN,113.0,39.0,0.34513274336283184,12.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34513274336283184
ARCHETYPE,260.0,74.0,0.2846153846153846,20.0,5.0,0.25,0.0,0.0,12.0,0.06451612903225806,1.0,0.005376344086021506,0.0,0.0,13.0,0.06989247311827956,0.3346153846153846
MASSEMBLY,557.0,102.0,0.18312387791741472,28.0,4.0,0.14285714285714285,19.0,0.041758241758241756,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.041758241758241756,0.21723518850987433
MCHANGES,160.0,35.0,0.21875,20.0,3.0,0.15,1.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008,0.225
MCHECKSTYLE,177.0,40.0,0.22598870056497175,24.0,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22598870056497175
MCOMPILER,213.0,62.0,0.29107981220657275,25.0,3.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29107981220657275
MDEP,277.0,40.0,0.1444043321299639,26.0,4.0,0.15384615384615385,2.0,0.008438818565400843,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.008438818565400843,0.15162454873646208
MDEPLOY,123.0,32.0,0.2601626016260163,16.0,3.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601626016260163
DOXIA,285.0,55.0,0.19298245614035087,26.0,10.0,0.38461538461538464,11.0,0.04782608695652174,39.0,0.16956521739130434,0.0,0.0,0.0,0.0,50.0,0.21739130434782608,0.3684210526315789
MEAR,107.0,30.0,0.2803738317757009,22.0,3.0,0.13636363636363635,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0,0.0,1.0,0.012987012987012988,0.2897196261682243
MECLIPSE,471.0,116.0,0.24628450106157113,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24628450106157113
MENFORCER,114.0,26.0,0.22807017543859648,20.0,4.0,0.2,3.0,0.03409090909090909,1.0,0.011363636363636364,0.0,0.0,0.0,0.0,4.0,0.045454545454545456,0.2631578947368421
MJAR,115.0,28.0,0.24347826086956523,17.0,3.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24347826086956523
MJAVADOC,364.0,80.0,0.21978021978021978,26.0,3.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21978021978021978
MPLUGIN,165.0,41.0,0.24848484848484848,24.0,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24848484848484848
MPMD,116.0,23.0,0.19827586206896552,25.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19827586206896552
MPIR,187.0,27.0,0.1443850267379679,20.0,3.0,0.15,0.0,0.0,7.0,0.04375,0.0,0.0,0.0,0.0,7.0,0.04375,0.18181818181818182
MNGSITE,176.0,176.0,1.0,0.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
MRELEASE,625.0,136.0,0.2176,25.0,4.0,0.16,0.0,0.0,7.0,0.014314928425357873,0.0,0.0,0.0,0.0,7.0,0.014314928425357873,0.2288
MRESOURCES,118.0,24.0,0.2033898305084746,17.0,3.0,0.17647058823529413,1.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010638297872340425,0.211864406779661
SCM,509.0,100.0,0.19646365422396855,31.0,7.0,0.22580645161290322,0.0,0.0,12.0,0.029339853300733496,0.0,0.0,0.0,0.0,12.0,0.029339853300733496,0.2200392927308448
MSHADE,144.0,14.0,0.09722222222222222,34.0,4.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222222
MSHARED,240.0,77.0,0.32083333333333336,172.0,31.0,0.18023255813953487,0.0,0.0,2.0,0.012269938650306749,0.0,0.0,0.0,0.0,2.0,0.012269938650306749,0.32916666666666666
MSITE,468.0,117.0,0.25,27.0,4.0,0.14814814814814814,10.0,0.02849002849002849,13.0,0.037037037037037035,0.0,0.0,0.0,0.0,23.0,0.06552706552706553,0.29914529914529914
SUREFIRE,962.0,227.0,0.23596673596673598,54.0,11.0,0.2037037037037037,24.0,0.0326530612244898,77.0,0.10476190476190476,6.0,0.00816326530612245,0.0,0.0,106.0,0.14421768707482993,0.34615384615384615
WAGON,317.0,104.0,0.3280757097791798,34.0,8.0,0.23529411764705882,5.0,0.023474178403755867,29.0,0.13615023474178403,0.0,0.0,0.0,0.0,34.0,0.1596244131455399,0.4353312302839117
MWAR,209.0,46.0,0.22009569377990432,23.0,5.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22009569377990432
DIRMINA,408.0,46.0,0.11274509803921569,71.0,7.0,0.09859154929577464,26.0,0.0718232044198895,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0718232044198895,0.17647058823529413
MODPYTHON,105.0,2.0,0.01904761904761905,9.0,2.0,0.2222222222222222,0.0,0.0,9.0,0.08737864077669903,0.0,0.0,0.0,0.0,9.0,0.08737864077669903,0.10476190476190476
MYFACES,2251.0,304.0,0.13505108840515326,188.0,96.0,0.5106382978723404,152.0,0.0780688238315357,353.0,0.1813045711350796,0.0,0.0,0.0,0.0,505.0,0.2593733949666153,0.3593958240781875
TOBAGO,841.0,148.0,0.1759809750297265,111.0,8.0,0.07207207207207207,15.0,0.021645021645021644,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.021645021645021644,0.1938168846611177
TOMAHAWK,848.0,242.0,0.28537735849056606,30.0,14.0,0.4666666666666667,0.0,0.0,289.0,0.4768976897689769,0.0,0.0,0.0,0.0,289.0,0.4768976897689769,0.6261792452830188
TRINIDAD,1035.0,170.0,0.1642512077294686,76.0,10.0,0.13157894736842105,171.0,0.1976878612716763,77.0,0.08901734104046242,0.0,0.0,0.0,0.0,246.0,0.28439306358381505,0.40193236714975844
NETBEANS,204.0,63.0,0.3088235294117647,5.0,3.0,0.6,0.0,0.0,42.0,0.2978723404255319,6.0,0.0425531914893617,0.0,0.0,48.0,0.3404255319148936,0.5441176470588235
NPANDAY,231.0,216.0,0.935064935064935,11.0,2.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935064935064935
NUTCH,709.0,153.0,0.2157968970380818,36.0,4.0,0.1111111111111111,96.0,0.17266187050359713,7.0,0.012589928057553957,0.0,0.0,0.0,0.0,102.0,0.18345323741007194,0.35966149506346967
ODE,146.0,32.0,0.2191780821917808,18.0,5.0,0.2777777777777778,0.0,0.0,3.0,0.02631578947368421,0.0,0.0,0.0,0.0,3.0,0.02631578947368421,0.23972602739726026
ODFTOOLKIT,165.0,23.0,0.1393939393939394,22.0,18.0,0.8181818181818182,0.0,0.0,126.0,0.8873239436619719,0.0,0.0,0.0,0.0,126.0,0.8873239436619719,0.9030303030303031
OFBIZ,3729.0,637.0,0.1708232770179673,45.0,16.0,0.35555555555555557,88.0,0.028460543337645538,332.0,0.1073738680465718,0.0,0.0,0.0,0.0,420.0,0.13583441138421734,0.28345400911772595
OLINGO,479.0,61.0,0.12734864300626306,31.0,5.0,0.16129032258064516,33.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.07894736842105263,0.19624217118997914
OOZIE,1271.0,761.0,0.5987411487018096,19.0,5.0,0.2631578947368421,16.0,0.03137254901960784,5.0,0.00980392156862745,227.0,0.44509803921568625,0.0,0.0,246.0,0.4823529411764706,0.7922895357985837
OPENEJB,413.0,62.0,0.15012106537530268,37.0,13.0,0.35135135135135137,88.0,0.25071225071225073,43.0,0.1225071225071225,0.0,0.0,0.0,0.0,130.0,0.37037037037037035,0.4648910411622276
OPENJPA,1167.0,210.0,0.17994858611825193,40.0,8.0,0.2,176.0,0.1839080459770115,115.0,0.12016718913270637,0.0,0.0,0.0,0.0,279.0,0.29153605015673983,0.4190231362467866
OPENMEETINGS,1354.0,179.0,0.13220088626292467,34.0,2.0,0.058823529411764705,152.0,0.12936170212765957,5.0,0.00425531914893617,0.0,0.0,0.0,0.0,157.0,0.13361702127659575,0.2481536189069424
OPENNLP,316.0,151.0,0.4778481012658228,22.0,5.0,0.22727272727272727,31.0,0.18787878787878787,1.0,0.006060606060606061,0.0,0.0,0.0,0.0,32.0,0.19393939393939394,0.5791139240506329
OWB,718.0,137.0,0.19080779944289694,53.0,5.0,0.09433962264150944,67.0,0.1153184165232358,1.0,0.0017211703958691911,0.0,0.0,0.0,0.0,68.0,0.11703958691910499,0.28551532033426186
ORC,158.0,113.0,0.7151898734177216,29.0,6.0,0.20689655172413793,9.0,0.2,3.0,0.06666666666666667,0.0,0.0,0.0,0.0,12.0,0.26666666666666666,0.7911392405063291
PDFBOX,3043.0,462.0,0.15182385803483406,54.0,4.0,0.07407407407407407,830.0,0.32158078264238665,115.0,0.044556373498643935,0.0,0.0,0.0,0.0,944.0,0.36574970941495544,0.46204403549129147
PHOENIX,783.0,403.0,0.5146871008939975,64.0,56.0,0.875,0.0,0.0,297.0,0.781578947368421,0.0,0.0,0.0,0.0,297.0,0.781578947368421,0.8939974457215837
PIG,2073.0,795.0,0.3835021707670043,38.0,14.0,0.3684210526315789,229.0,0.17918622848200313,23.0,0.017996870109546165,8.0,0.006259780907668232,0.0,0.0,258.0,0.20187793427230047,0.507959479015919
PLUTO,322.0,16.0,0.049689440993788817,34.0,13.0,0.38235294117647056,21.0,0.06862745098039216,60.0,0.19607843137254902,89.0,0.2908496732026144,0.0,0.0,165.0,0.5392156862745098,0.562111801242236
QPID,4217.0,1010.0,0.239506758359023,84.0,13.0,0.15476190476190477,730.0,0.22762706579357656,76.0,0.02369816027439975,11.0,0.0034299968818210166,0.0,0.0,807.0,0.2516370439663237,0.43087502964192553
DISPATCH,680.0,148.0,0.21764705882352942,22.0,4.0,0.18181818181818182,49.0,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.09210526315789473,0.2897058823529412
QPIDJMS,181.0,17.0,0.09392265193370165,34.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09392265193370165
PROTON,1087.0,281.0,0.25850965961361544,56.0,4.0,0.07142857142857142,35.0,0.043424317617866005,1.0,0.0012406947890818859,0.0,0.0,0.0,0.0,36.0,0.04466501240694789,0.29162833486660533
RAVE,157.0,62.0,0.39490445859872614,25.0,3.0,0.12,7.0,0.07368421052631578,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.07368421052631578,0.4394904458598726
SCOUT,102.0,27.0,0.2647058823529412,18.0,0.0,0.0,11.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.14666666666666667,0.37254901960784315
SERF,147.0,145.0,0.9863945578231292,5.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863945578231292
SM,342.0,105.0,0.30701754385964913,173.0,33.0,0.1907514450867052,15.0,0.06329113924050633,32.0,0.1350210970464135,0.0,0.0,0.0,0.0,46.0,0.1940928270042194,0.4415204678362573
SHINDIG,261.0,143.0,0.5478927203065134,24.0,3.0,0.125,21.0,0.17796610169491525,1.0,0.00847457627118644,0.0,0.0,0.0,0.0,22.0,0.1864406779661017,0.632183908045977
SHIRO,150.0,43.0,0.2866666666666667,21.0,4.0,0.19047619047619047,1.0,0.009345794392523364,1.0,0.009345794392523364,0.0,0.0,0.0,0.0,1.0,0.009345794392523364,0.29333333333333333
SLING,2495.0,824.0,0.33026052104208414,1976.0,255.0,0.12904858299595143,38.0,0.022740873728306403,0.0,0.0,0.0,0.0,1.0,5.984440454817474E-4,39.0,0.02333931777378815,0.3458917835671343
SOAP,102.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,102.0,1.0,1.0
SOLR,2757.0,955.0,0.34639100471527023,115.0,33.0,0.28695652173913044,256.0,0.14206437291897892,25.0,0.013873473917869035,0.0,0.0,0.0,0.0,278.0,0.15427302996670367,0.4472252448313384
SPARK,1224.0,203.0,0.16584967320261437,67.0,17.0,0.2537313432835821,155.0,0.15181194906953965,5.0,0.004897159647404506,0.0,0.0,0.0,0.0,159.0,0.15572967678746327,0.2957516339869281
STANBOL,325.0,273.0,0.84,19.0,0.0,0.0,4.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.07692307692307693,0.8523076923076923
STREAMS,148.0,140.0,0.9459459459459459,9.0,2.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459459459459459
STR,1829.0,24.0,0.013121924548933843,46.0,40.0,0.8695652173913043,0.0,0.0,796.0,0.4409972299168975,535.0,0.296398891966759,0.0,0.0,1331.0,0.7373961218836566,0.7408419901585566
WW,2708.0,273.0,0.10081240768094535,112.0,60.0,0.5357142857142857,14.0,0.005749486652977412,1714.0,0.7039014373716632,6.0,0.0024640657084188913,0.0,0.0,1732.0,0.71129363449692,0.7403988183161004
SVN,2739.0,8.0,0.0029207740051113546,148.0,47.0,0.31756756756756754,0.0,0.0,693.0,0.2537532039545954,1997.0,0.731233980227023,0.0,0.0,2689.0,0.9846210179421457,0.9846659364731654
SYNCOPE,716.0,46.0,0.06424581005586592,61.0,7.0,0.11475409836065574,78.0,0.11641791044776119,1.0,0.0014925373134328358,0.0,0.0,0.0,0.0,78.0,0.11641791044776119,0.17318435754189945
SYSTEMML,445.0,403.0,0.9056179775280899,14.0,5.0,0.35714285714285715,0.0,0.0,1.0,0.023809523809523808,1.0,0.023809523809523808,0.0,0.0,2.0,0.047619047619047616,0.9101123595505618
TAPESTRY,683.0,18.0,0.02635431918008785,34.0,8.0,0.23529411764705882,138.0,0.2075187969924812,76.0,0.11428571428571428,3.0,0.004511278195488722,0.0,0.0,214.0,0.3218045112781955,0.3396778916544656
TAP5,1092.0,72.0,0.06593406593406594,39.0,5.0,0.1282051282051282,0.0,0.0,80.0,0.0784313725490196,0.0,0.0,0.0,0.0,80.0,0.0784313725490196,0.1391941391941392
THRIFT,2317.0,892.0,0.38498057833405264,20.0,4.0,0.2,78.0,0.05473684210526316,86.0,0.060350877192982454,0.0,0.0,0.0,0.0,164.0,0.11508771929824561,0.4557617608977126
TIKA,334.0,57.0,0.17065868263473055,35.0,3.0,0.08571428571428572,2.0,0.007220216606498195,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.007220216606498195,0.17664670658682635
TILES,230.0,14.0,0.06086956521739131,30.0,22.0,0.7333333333333333,0.0,0.0,205.0,0.9490740740740741,0.0,0.0,0.0,0.0,205.0,0.9490740740740741,0.9521739130434783
TINKERPOP,540.0,139.0,0.2574074074074074,34.0,3.0,0.08823529411764706,13.0,0.032418952618453865,1.0,0.0024937655860349127,0.0,0.0,0.0,0.0,14.0,0.034912718204488775,0.2833333333333333
TOMEE,339.0,195.0,0.5752212389380531,35.0,7.0,0.2,19.0,0.13194444444444445,1.0,0.006944444444444444,0.0,0.0,0.0,0.0,20.0,0.1388888888888889,0.6342182890855457
TOREE,222.0,202.0,0.9099099099099099,5.0,2.0,0.4,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1.0,0.05,0.9144144144144144
TORQUE,139.0,20.0,0.14388489208633093,12.0,1.0,0.08333333333333333,9.0,0.07563025210084033,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.07563025210084033,0.20863309352517986
TORQUEOLD,175.0,175.0,1.0,0.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
TC,162.0,43.0,0.2654320987654321,7.0,4.0,0.5714285714285714,0.0,0.0,13.0,0.1092436974789916,0.0,0.0,0.0,0.0,13.0,0.1092436974789916,0.345679012345679
TS,2529.0,1673.0,0.6615262949782523,76.0,22.0,0.2894736842105263,66.0,0.07710280373831775,13.0,0.015186915887850467,3.0,0.0035046728971962616,0.0,0.0,82.0,0.09579439252336448,0.693950177935943
TUSCANY,2121.0,542.0,0.25553983969825556,48.0,10.0,0.20833333333333334,168.0,0.10639645345155162,491.0,0.3109563014566181,0.0,0.0,0.0,0.0,656.0,0.415452818239392,0.5648279113625648
UIMA,2414.0,1453.0,0.6019055509527754,114.0,26.0,0.22807017543859648,218.0,0.22684703433922998,10.0,0.01040582726326743,0.0,0.0,0.0,0.0,228.0,0.2372528616024974,0.6963545981772991
USERGRID,230.0,209.0,0.908695652173913,8.0,4.0,0.5,0.0,0.0,5.0,0.23809523809523808,0.0,0.0,0.0,0.0,5.0,0.23809523809523808,0.9304347826086956
VELOCITY,432.0,29.0,0.06712962962962964,30.0,17.0,0.5666666666666667,29.0,0.07196029776674938,245.0,0.607940446650124,0.0,0.0,0.0,0.0,273.0,0.6774193548387096,0.6990740740740741
WAVE,201.0,193.0,0.9601990049751243,4.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
WICKET,607.0,58.0,0.09555189456342669,159.0,9.0,0.05660377358490566,31.0,0.056466302367941715,22.0,0.04007285974499089,0.0,0.0,0.0,0.0,44.0,0.08014571948998178,0.16803953871499178
WINK,147.0,38.0,0.2585034013605442,11.0,2.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585034013605442
WSS,326.0,133.0,0.40797546012269936,63.0,4.0,0.06349206349206349,2.0,0.010362694300518135,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.010362694300518135,0.41411042944785276
XALANC,171.0,16.0,0.0935672514619883,13.0,6.0,0.46153846153846156,1.0,0.0064516129032258064,82.0,0.5290322580645161,0.0,0.0,0.0,0.0,83.0,0.535483870967742,0.5789473684210527
XAP,238.0,238.0,1.0,0.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
XBEAN,126.0,36.0,0.2857142857142857,48.0,3.0,0.0625,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011111111111111112,0.29365079365079366
XERCESC,1476.0,127.0,0.08604336043360433,29.0,3.0,0.10344827586206896,6.0,0.004447739065974796,1.0,7.412898443291327E-4,91.0,0.06745737583395107,0.0,0.0,97.0,0.07190511489992588,0.15176151761517614
XERCESJ,178.0,5.0,0.028089887640449437,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028089887640449437
XMLRPC,142.0,9.0,0.06338028169014084,14.0,7.0,0.5,0.0,0.0,51.0,0.38345864661654133,39.0,0.2932330827067669,0.0,0.0,90.0,0.6766917293233082,0.6971830985915493
XMLBEANS,136.0,17.0,0.125,25.0,11.0,0.44,11.0,0.09243697478991597,20.0,0.16806722689075632,16.0,0.13445378151260504,0.0,0.0,42.0,0.35294117647058826,0.4338235294117647
XW,289.0,95.0,0.328719723183391,39.0,39.0,1.0,0.0,0.0,194.0,1.0,0.0,0.0,0.0,0.0,194.0,1.0,1.0
ZEPPELIN,299.0,126.0,0.4214046822742475,16.0,4.0,0.25,22.0,0.12716763005780346,11.0,0.06358381502890173,0.0,0.0,1.0,0.005780346820809248,34.0,0.19653179190751446,0.5351170568561873
ZOOKEEPER,667.0,200.0,0.29985007496251875,41.0,7.0,0.17073170731707318,73.0,0.15631691648822268,12.0,0.02569593147751606,0.0,0.0,0.0,0.0,84.0,0.17987152034261242,0.4257871064467766
