Key,Closed Bugs,Closed Bugs w/o Affect Version,Percent w/o AV,Num Bugs w/ AV after Fix,Percent Bugs w/ AV after Fix (out of Bugs w/ AV),Num Bugs w/ AV w/o Release Dates,Percent Bugs w/ AV w/o Release Date (out of Bugs w/ AV),Num Bugs w/ AV w/ Weird Names, Percent Bugs w/ AV w/ Weird Names (out of Bugs w/ AV),Num Bugs Missing Creation/Resolution Date,Percent Bugs Missing Creation/Resolution Date(out of Bugs w/ AV),Total Bugs w/ AV and a Problem,Percent Closed Bugs w/ AV and a Problem(out of Bugs w/ AV),Percent Closed Bugs w/ Problem Including Missing AV(out of Closed Bugs)
JAMES,697.0,308.0,0.4418938307030129,0.0,0.0,190.0,0.4884318766066838,71.0,0.18251928020565553,0.0,0.0,246.0,0.6323907455012854,0.7948350071736011
JCLOUDS,128.0,23.0,0.1796875,23.0,0.21904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.21904761904761905,0.359375
JDO,404.0,233.0,0.5767326732673267,1.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005847953216374269,0.5792079207920792
JS2,597.0,52.0,0.08710217755443886,32.0,0.05871559633027523,193.0,0.3541284403669725,0.0,0.0,0.0,0.0,225.0,0.41284403669724773,0.4639865996649916
JSPWIKI,318.0,27.0,0.08490566037735849,4.0,0.013745704467353952,50.0,0.1718213058419244,0.0,0.0,0.0,0.0,54.0,0.18556701030927836,0.25471698113207547
JUDDI,524.0,219.0,0.4179389312977099,13.0,0.04262295081967213,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.04262295081967213,0.44274809160305345
KAFKA,409.0,106.0,0.2591687041564792,49.0,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.1617161716171617,0.37897310513447435
KARAF,476.0,116.0,0.24369747899159663,66.0,0.18333333333333332,4.0,0.011111111111111112,0.0,0.0,0.0,0.0,70.0,0.19444444444444445,0.3907563025210084
KYLIN,1591.0,774.0,0.4864864864864865,16.0,0.019583843329253364,106.0,0.12974296205630356,17.0,0.0208078335373317,0.0,0.0,136.0,0.1664626682986536,0.5719673161533627
LIBCLOUD,143.0,90.0,0.6293706293706294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6293706293706294
LOG4J2,557.0,79.0,0.14183123877917414,0.0,0.0,10.0,0.02092050209205021,0.0,0.0,0.0,0.0,10.0,0.02092050209205021,0.15978456014362658
LUCENE,2480.0,1265.0,0.5100806451612904,268.0,0.2205761316872428,5.0,0.00411522633744856,1.0,8.230452674897119E-4,0.0,0.0,273.0,0.22469135802469137,0.6201612903225806
LUCENENET,347.0,304.0,0.8760806916426513,4.0,0.09302325581395349,6.0,0.13953488372093023,0.0,0.0,0.0,0.0,10.0,0.23255813953488372,0.9048991354466859
MAHOUT,707.0,154.0,0.21782178217821782,7.0,0.012658227848101266,16.0,0.028933092224231464,0.0,0.0,0.0,0.0,23.0,0.04159132007233273,0.25035360678925034
MARMOTTA,219.0,50.0,0.228310502283105,2.0,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.011834319526627219,0.2374429223744292
MNG,2979.0,557.0,0.18697549513259484,153.0,0.06317093311312964,98.0,0.04046242774566474,10.0,0.004128819157720892,0.0,0.0,260.0,0.10734929810074319,0.27425310506881506
MANTTASKS,167.0,37.0,0.2215568862275449,0.0,0.0,19.0,0.14615384615384616,0.0,0.0,0.0,0.0,19.0,0.14615384615384616,0.33532934131736525
MANTRUN,113.0,39.0,0.34513274336283184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34513274336283184
ARCHETYPE,260.0,74.0,0.2846153846153846,0.0,0.0,12.0,0.06451612903225806,1.0,0.005376344086021506,0.0,0.0,13.0,0.06989247311827956,0.3346153846153846
MASSEMBLY,557.0,102.0,0.18312387791741472,20.0,0.04395604395604396,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.04395604395604396,0.21903052064631956
MCHANGES,160.0,35.0,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875
MCHECKSTYLE,177.0,40.0,0.22598870056497175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22598870056497175
MCOMPILER,213.0,62.0,0.29107981220657275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29107981220657275
MDEP,277.0,40.0,0.1444043321299639,2.0,0.008438818565400843,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.008438818565400843,0.15162454873646208
MDEPLOY,123.0,32.0,0.2601626016260163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601626016260163
DOXIA,285.0,55.0,0.19298245614035087,11.0,0.04782608695652174,39.0,0.16956521739130434,0.0,0.0,0.0,0.0,50.0,0.21739130434782608,0.3684210526315789
MEAR,107.0,30.0,0.2803738317757009,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0,0.0,1.0,0.012987012987012988,0.2897196261682243
MECLIPSE,471.0,116.0,0.24628450106157113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24628450106157113
MENFORCER,114.0,26.0,0.22807017543859648,3.0,0.03409090909090909,1.0,0.011363636363636364,0.0,0.0,0.0,0.0,4.0,0.045454545454545456,0.2631578947368421
MJAR,115.0,28.0,0.24347826086956523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24347826086956523
MJAVADOC,364.0,80.0,0.21978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21978021978021978
MPLUGIN,165.0,41.0,0.24848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24848484848484848
MPMD,116.0,23.0,0.19827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19827586206896552
MPIR,187.0,27.0,0.1443850267379679,0.0,0.0,7.0,0.04375,0.0,0.0,0.0,0.0,7.0,0.04375,0.18181818181818182
MNGSITE,176.0,176.0,1.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
MRELEASE,625.0,136.0,0.2176,0.0,0.0,7.0,0.014314928425357873,0.0,0.0,0.0,0.0,7.0,0.014314928425357873,0.2288
MRESOURCES,118.0,24.0,0.2033898305084746,1.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010638297872340425,0.211864406779661
SCM,509.0,100.0,0.19646365422396855,0.0,0.0,12.0,0.029339853300733496,0.0,0.0,0.0,0.0,12.0,0.029339853300733496,0.2200392927308448
MSHADE,144.0,14.0,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222222
MSHARED,240.0,77.0,0.32083333333333336,7.0,0.04294478527607362,2.0,0.012269938650306749,0.0,0.0,0.0,0.0,9.0,0.05521472392638037,0.35833333333333334
MSITE,468.0,117.0,0.25,5.0,0.014245014245014245,13.0,0.037037037037037035,0.0,0.0,0.0,0.0,18.0,0.05128205128205128,0.28846153846153844
SUREFIRE,962.0,227.0,0.23596673596673598,24.0,0.0326530612244898,77.0,0.10476190476190476,6.0,0.00816326530612245,0.0,0.0,106.0,0.14421768707482993,0.34615384615384615
WAGON,317.0,104.0,0.3280757097791798,5.0,0.023474178403755867,29.0,0.13615023474178403,0.0,0.0,0.0,0.0,34.0,0.1596244131455399,0.4353312302839117
MWAR,209.0,46.0,0.22009569377990432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22009569377990432
DIRMINA,408.0,46.0,0.11274509803921569,23.0,0.06353591160220995,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.06353591160220995,0.16911764705882354
MODPYTHON,105.0,2.0,0.01904761904761905,0.0,0.0,9.0,0.08737864077669903,0.0,0.0,0.0,0.0,9.0,0.08737864077669903,0.10476190476190476
MYFACES,2251.0,304.0,0.13505108840515326,81.0,0.04160246533127889,353.0,0.1813045711350796,0.0,0.0,0.0,0.0,433.0,0.2223934257832563,0.3274100399822301
TOBAGO,841.0,148.0,0.1759809750297265,12.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.017316017316017316,0.1902497027348395
TOMAHAWK,848.0,242.0,0.28537735849056606,0.0,0.0,289.0,0.4768976897689769,0.0,0.0,0.0,0.0,289.0,0.4768976897689769,0.6261792452830188
TRINIDAD,1035.0,170.0,0.1642512077294686,87.0,0.10057803468208093,77.0,0.08901734104046242,0.0,0.0,0.0,0.0,164.0,0.18959537572254334,0.32270531400966185
NETBEANS,204.0,63.0,0.3088235294117647,0.0,0.0,42.0,0.2978723404255319,6.0,0.0425531914893617,0.0,0.0,48.0,0.3404255319148936,0.5441176470588235
NPANDAY,231.0,216.0,0.935064935064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935064935064935
NUTCH,709.0,153.0,0.2157968970380818,95.0,0.17086330935251798,7.0,0.012589928057553957,0.0,0.0,0.0,0.0,101.0,0.18165467625899281,0.35825105782792666
ODE,146.0,32.0,0.2191780821917808,9.0,0.07894736842105263,3.0,0.02631578947368421,0.0,0.0,0.0,0.0,12.0,0.10526315789473684,0.3013698630136986
ODFTOOLKIT,165.0,23.0,0.1393939393939394,0.0,0.0,126.0,0.8873239436619719,0.0,0.0,0.0,0.0,126.0,0.8873239436619719,0.9030303030303031
OFBIZ,3731.0,637.0,0.17073170731707318,18.0,0.005817711700064641,333.0,0.10762766645119587,0.0,0.0,0.0,0.0,348.0,0.11247575953458307,0.26400428839453227
OLINGO,479.0,61.0,0.12734864300626306,35.0,0.08373205741626795,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.08373205741626795,0.20041753653444677
OOZIE,1271.0,761.0,0.5987411487018096,17.0,0.03333333333333333,5.0,0.00980392156862745,227.0,0.44509803921568625,0.0,0.0,247.0,0.4843137254901961,0.7930763178599528
OPENEJB,413.0,62.0,0.15012106537530268,87.0,0.24786324786324787,43.0,0.1225071225071225,0.0,0.0,0.0,0.0,129.0,0.36752136752136755,0.46246973365617433
OPENJPA,1167.0,210.0,0.17994858611825193,198.0,0.20689655172413793,115.0,0.12016718913270637,0.0,0.0,0.0,0.0,284.0,0.296760710553814,0.4233076263924593
OPENMEETINGS,1354.0,179.0,0.13220088626292467,148.0,0.12595744680851065,5.0,0.00425531914893617,0.0,0.0,0.0,0.0,153.0,0.1302127659574468,0.24519940915805022
OPENNLP,316.0,151.0,0.4778481012658228,1.0,0.006060606060606061,1.0,0.006060606060606061,0.0,0.0,0.0,0.0,2.0,0.012121212121212121,0.48417721518987344
OWB,718.0,137.0,0.19080779944289694,49.0,0.08433734939759036,1.0,0.0017211703958691911,0.0,0.0,0.0,0.0,50.0,0.08605851979345955,0.2604456824512535
ORC,158.0,113.0,0.7151898734177216,4.0,0.08888888888888889,3.0,0.06666666666666667,0.0,0.0,0.0,0.0,7.0,0.15555555555555556,0.759493670886076
PDFBOX,3043.0,462.0,0.15182385803483406,807.0,0.3126695079426579,115.0,0.044556373498643935,0.0,0.0,0.0,0.0,905.0,0.350639287098024,0.4492277357870523
PHOENIX,783.0,403.0,0.5146871008939975,0.0,0.0,297.0,0.781578947368421,0.0,0.0,0.0,0.0,297.0,0.781578947368421,0.8939974457215837
PIG,2073.0,795.0,0.3835021707670043,259.0,0.202660406885759,23.0,0.017996870109546165,8.0,0.006259780907668232,0.0,0.0,288.0,0.22535211267605634,0.5224312590448625
PLUTO,322.0,16.0,0.049689440993788817,24.0,0.0784313725490196,60.0,0.19607843137254902,89.0,0.2908496732026144,0.0,0.0,168.0,0.5490196078431373,0.5714285714285714
QPID,4217.0,1010.0,0.239506758359023,192.0,0.05986903648269411,76.0,0.02369816027439975,11.0,0.0034299968818210166,0.0,0.0,276.0,0.08606173994387278,0.30495612995020155
DISPATCH,680.0,148.0,0.21764705882352942,18.0,0.03383458646616541,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.03383458646616541,0.24411764705882352
QPIDJMS,181.0,17.0,0.09392265193370165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09392265193370165
PROTON,1087.0,281.0,0.25850965961361544,34.0,0.04218362282878412,1.0,0.0012406947890818859,0.0,0.0,0.0,0.0,35.0,0.043424317617866005,0.2907083716651334
RAVE,157.0,62.0,0.39490445859872614,8.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.08421052631578947,0.445859872611465
SCOUT,102.0,27.0,0.2647058823529412,11.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.14666666666666667,0.37254901960784315
SERF,147.0,145.0,0.9863945578231292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863945578231292
SM,342.0,105.0,0.30701754385964913,20.0,0.08438818565400844,32.0,0.1350210970464135,0.0,0.0,0.0,0.0,51.0,0.21518987341772153,0.45614035087719296
SHINDIG,261.0,143.0,0.5478927203065134,7.0,0.059322033898305086,1.0,0.00847457627118644,0.0,0.0,0.0,0.0,8.0,0.06779661016949153,0.578544061302682
SHIRO,150.0,43.0,0.2866666666666667,8.0,0.07476635514018691,1.0,0.009345794392523364,0.0,0.0,0.0,0.0,8.0,0.07476635514018691,0.34
SLING,2495.0,824.0,0.33026052104208414,130.0,0.07779772591262717,0.0,0.0,0.0,0.0,1.0,5.984440454817474E-4,131.0,0.07839616995810891,0.38276553106212424
SOAP,102.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,102.0,1.0,1.0
SOLR,2761.0,955.0,0.34588917059036584,215.0,0.11904761904761904,25.0,0.013842746400885935,0.0,0.0,0.0,0.0,236.0,0.13067552602436322,0.4313654473017023
SPARK,1225.0,203.0,0.1657142857142857,114.0,0.11154598825831702,5.0,0.004892367906066536,0.0,0.0,0.0,0.0,118.0,0.11545988258317025,0.2620408163265306
STANBOL,325.0,273.0,0.84,1.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.019230769230769232,0.8430769230769231
STREAMS,148.0,140.0,0.9459459459459459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459459459459459
STR,1829.0,24.0,0.013121924548933843,0.0,0.0,796.0,0.4409972299168975,535.0,0.296398891966759,0.0,0.0,1331.0,0.7373961218836566,0.7408419901585566
WW,2708.0,273.0,0.10081240768094535,11.0,0.004517453798767967,1714.0,0.7039014373716632,6.0,0.0024640657084188913,0.0,0.0,1729.0,0.7100616016427105,0.7392909896602659
SVN,2739.0,8.0,0.0029207740051113546,0.0,0.0,693.0,0.2537532039545954,1997.0,0.731233980227023,0.0,0.0,2689.0,0.9846210179421457,0.9846659364731654
SYNCOPE,716.0,46.0,0.06424581005586592,73.0,0.10895522388059702,1.0,0.0014925373134328358,0.0,0.0,0.0,0.0,73.0,0.10895522388059702,0.16620111731843576
SYSTEMML,445.0,403.0,0.9056179775280899,2.0,0.047619047619047616,1.0,0.023809523809523808,1.0,0.023809523809523808,0.0,0.0,4.0,0.09523809523809523,0.9146067415730337
TAPESTRY,683.0,18.0,0.02635431918008785,14.0,0.021052631578947368,76.0,0.11428571428571428,3.0,0.004511278195488722,0.0,0.0,93.0,0.13984962406015036,0.16251830161054173
TAP5,1092.0,72.0,0.06593406593406594,186.0,0.18235294117647058,80.0,0.0784313725490196,0.0,0.0,0.0,0.0,262.0,0.2568627450980392,0.3058608058608059
THRIFT,2318.0,892.0,0.38481449525452976,21.0,0.014726507713884993,86.0,0.06030855539971949,0.0,0.0,0.0,0.0,107.0,0.07503506311360449,0.43097497842968074
TIKA,334.0,57.0,0.17065868263473055,14.0,0.05054151624548736,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.05054151624548736,0.2125748502994012
TILES,230.0,14.0,0.06086956521739131,0.0,0.0,205.0,0.9490740740740741,0.0,0.0,0.0,0.0,205.0,0.9490740740740741,0.9521739130434783
TINKERPOP,547.0,139.0,0.25411334552102377,7.0,0.01715686274509804,2.0,0.004901960784313725,0.0,0.0,0.0,0.0,9.0,0.022058823529411766,0.27056672760511885
TOMEE,339.0,195.0,0.5752212389380531,19.0,0.13194444444444445,1.0,0.006944444444444444,0.0,0.0,0.0,0.0,20.0,0.1388888888888889,0.6342182890855457
TOREE,222.0,202.0,0.9099099099099099,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1.0,0.05,0.9144144144144144
TORQUE,139.0,20.0,0.14388489208633093,9.0,0.07563025210084033,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.07563025210084033,0.20863309352517986
TORQUEOLD,175.0,175.0,1.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
TC,162.0,43.0,0.2654320987654321,3.0,0.025210084033613446,13.0,0.1092436974789916,0.0,0.0,0.0,0.0,16.0,0.13445378151260504,0.36419753086419754
TS,2529.0,1673.0,0.6615262949782523,58.0,0.06775700934579439,13.0,0.015186915887850467,3.0,0.0035046728971962616,0.0,0.0,73.0,0.0852803738317757,0.6903914590747331
TUSCANY,2121.0,542.0,0.25553983969825556,162.0,0.1025965801139962,491.0,0.3109563014566181,0.0,0.0,0.0,0.0,652.0,0.4129195693476884,0.562942008486563
UIMA,2415.0,1454.0,0.6020703933747412,97.0,0.10093652445369407,10.0,0.01040582726326743,0.0,0.0,0.0,0.0,107.0,0.1113423517169615,0.6463768115942029
USERGRID,230.0,209.0,0.908695652173913,1.0,0.047619047619047616,5.0,0.23809523809523808,0.0,0.0,0.0,0.0,6.0,0.2857142857142857,0.9347826086956522
VELOCITY,432.0,29.0,0.06712962962962964,29.0,0.07196029776674938,245.0,0.607940446650124,0.0,0.0,0.0,0.0,273.0,0.6774193548387096,0.6990740740740741
WAVE,201.0,193.0,0.9601990049751243,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
WICKET,607.0,58.0,0.09555189456342669,28.0,0.051001821493624776,22.0,0.04007285974499089,0.0,0.0,0.0,0.0,43.0,0.07832422586520947,0.16639209225700163
WINK,147.0,38.0,0.2585034013605442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585034013605442
WSS,326.0,133.0,0.40797546012269936,2.0,0.010362694300518135,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.010362694300518135,0.41411042944785276
XALANC,171.0,16.0,0.0935672514619883,0.0,0.0,82.0,0.5290322580645161,0.0,0.0,0.0,0.0,82.0,0.5290322580645161,0.5730994152046783
XAP,238.0,238.0,1.0,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,1.0
XBEAN,126.0,36.0,0.2857142857142857,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011111111111111112,0.29365079365079366
XERCESC,1476.0,127.0,0.08604336043360433,6.0,0.004447739065974796,1.0,7.412898443291327E-4,91.0,0.06745737583395107,0.0,0.0,97.0,0.07190511489992588,0.15176151761517614
XERCESJ,178.0,5.0,0.028089887640449437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028089887640449437
XMLRPC,142.0,9.0,0.06338028169014084,0.0,0.0,51.0,0.38345864661654133,39.0,0.2932330827067669,0.0,0.0,90.0,0.6766917293233082,0.6971830985915493
XMLBEANS,137.0,17.0,0.12408759124087591,8.0,0.06666666666666667,20.0,0.16666666666666666,16.0,0.13333333333333333,0.0,0.0,39.0,0.325,0.40875912408759124
XW,289.0,95.0,0.328719723183391,0.0,0.0,194.0,1.0,0.0,0.0,0.0,0.0,194.0,1.0,1.0
ZEPPELIN,299.0,126.0,0.4214046822742475,22.0,0.12716763005780346,11.0,0.06358381502890173,0.0,0.0,1.0,0.005780346820809248,34.0,0.19653179190751446,0.5351170568561873
ZOOKEEPER,667.0,200.0,0.29985007496251875,42.0,0.08993576017130621,12.0,0.02569593147751606,0.0,0.0,0.0,0.0,51.0,0.10920770877944326,0.37631184407796103
